iter	Logloss	Recall
79	0.03326977929	0.7865168539
80	0.03311065023	0.7865168539
81	0.0328439127	0.7827715356
82	0.03266067466	0.7940074906
83	0.03247006045	0.7902621723
84	0.03226903593	0.7902621723
85	0.03196627927	0.797752809
86	0.03181532226	0.797752809
87	0.03166411142	0.797752809
88	0.03160815333	0.797752809
89	0.0314133429	0.8014981273
90	0.0313582253	0.8014981273
91	0.03119620589	0.8014981273
92	0.03114518493	0.8014981273
93	0.03098580922	0.8014981273
94	0.03077517314	0.8014981273
95	0.03063398447	0.8052434457
96	0.03030136906	0.8052434457
97	0.03023194619	0.808988764
98	0.03006918989	0.8164794007
99	0.0299262655	0.8202247191
100	0.02955478496	0.8202247191
101	0.02934870378	0.8239700375
102	0.02924754893	0.8277153558
103	0.02919800967	0.8239700375
104	0.02901701381	0.8277153558
105	0.0289123917	0.8277153558
106	0.02885269236	0.8277153558
107	0.02882858001	0.8277153558
108	0.02859157927	0.8314606742
109	0.02848219417	0.8314606742
110	0.02840263999	0.8314606742
111	0.02832497403	0.8352059925
112	0.02812846336	0.8389513109
113	0.02802084029	0.8389513109
114	0.02801284497	0.8389513109
115	0.02788879457	0.8389513109
116	0.02775903331	0.8426966292
117	0.02759738342	0.8426966292
118	0.02756427533	0.8426966292
119	0.02745137589	0.8426966292
120	0.02736691322	0.8389513109
121	0.02736068832	0.8389513109
122	0.02734990127	0.8389513109
123	0.02731937185	0.8389513109
124	0.02712281171	0.8426966292
125	0.0270776599	0.8426966292
126	0.02694433766	0.8464419476
127	0.0266404535	0.8464419476
128	0.0264817894	0.8464419476
129	0.02613316151	0.8464419476
130	0.02602797768	0.8464419476
131	0.02592399097	0.8464419476
132	0.02587309062	0.8464419476
133	0.02574928613	0.8464419476
134	0.02554817926	0.8501872659
135	0.02531880357	0.8501872659
136	0.02529838805	0.8501872659
137	0.02514229653	0.8501872659
138	0.02485889823	0.8501872659
139	0.02473057897	0.8501872659
140	0.02472538138	0.8501872659
141	0.02461038463	0.8501872659
142	0.02455094242	0.8501872659
143	0.02419218799	0.8539325843
144	0.0240727746	0.8576779026
145	0.02387615978	0.861423221
146	0.02373869206	0.861423221
147	0.02367639462	0.861423221
148	0.02353737136	0.861423221
149	0.02345237037	0.861423221
150	0.02333221944	0.861423221
151	0.02332555622	0.861423221
152	0.02332123918	0.861423221
153	0.02325465203	0.861423221
154	0.02311695883	0.861423221
155	0.02272218578	0.8651685393
156	0.02257721456	0.8689138577
157	0.0224716945	0.8689138577
158	0.02239126001	0.872659176
159	0.02231326329	0.872659176
160	0.02220876477	0.872659176
161	0.02211856366	0.872659176
162	0.02206474848	0.872659176
163	0.02186407968	0.8764044944
164	0.0218604669	0.8764044944
165	0.02177957384	0.8801498127
166	0.02159844234	0.8801498127
167	0.02150813859	0.8801498127
168	0.02141057341	0.8801498127
169	0.02118117925	0.8801498127
170	0.02110156919	0.8801498127
171	0.02094434354	0.8801498127
172	0.02089385078	0.8801498127
173	0.02085339395	0.8801498127
174	0.02066661385	0.8801498127
175	0.02050539893	0.8801498127
176	0.02049912772	0.8801498127
177	0.02036814899	0.8801498127
178	0.02026934914	0.8801498127
179	0.02022083512	0.8801498127
180	0.02005685162	0.8801498127
181	0.01995873377	0.8801498127
182	0.01987515556	0.8801498127
183	0.01977582965	0.8801498127
184	0.01953168328	0.8801498127
185	0.01927198165	0.8838951311
186	0.01909438174	0.8838951311
187	0.01898398374	0.8876404494
188	0.01894599063	0.8876404494
189	0.01884819436	0.8876404494
190	0.01875264546	0.8913857678
191	0.01863689983	0.8876404494
192	0.01850872232	0.8913857678
193	0.01843052345	0.8988764045
194	0.01829315226	0.8988764045
195	0.01817985043	0.8988764045
196	0.01807597189	0.9026217228
197	0.01799145018	0.9026217228
198	0.01797494123	0.9026217228
199	0.01795073804	0.9026217228
200	0.01791593207	0.9026217228
201	0.01783058897	0.9026217228
202	0.01780344319	0.9026217228
203	0.01758825189	0.9063670412
204	0.01753556459	0.9063670412
205	0.01745123808	0.9063670412
206	0.01742707203	0.9063670412
207	0.01738683387	0.9063670412
208	0.01727381693	0.9101123596
209	0.01721477305	0.9101123596
210	0.01713169792	0.9101123596
211	0.01709944068	0.9101123596
212	0.01704234106	0.9101123596
213	0.01698741914	0.9138576779
214	0.01691590004	0.9138576779
215	0.0168657163	0.9138576779
216	0.01683108639	0.9101123596
217	0.01671550298	0.9101123596
218	0.01659063619	0.9101123596
219	0.01651946864	0.9101123596
220	0.01650636904	0.9101123596
221	0.01636960939	0.9138576779
222	0.01626556772	0.9138576779
223	0.01616765107	0.9138576779
224	0.01612714073	0.9138576779
225	0.01604925287	0.9101123596
226	0.01597883761	0.9101123596
227	0.01592993896	0.9138576779
228	0.01589508405	0.9138576779
229	0.01576294797	0.9138576779
230	0.01575824971	0.9138576779
231	0.01574195181	0.9176029963
232	0.01569182551	0.9213483146
233	0.01559683676	0.9213483146
234	0.01548507751	0.9213483146
235	0.01540168692	0.9213483146
236	0.01538666115	0.9213483146
237	0.01529447871	0.9213483146
238	0.01523920821	0.925093633
239	0.01518155288	0.925093633
240	0.01516791669	0.925093633
241	0.01509626533	0.925093633
242	0.01502770908	0.925093633
243	0.01499374547	0.925093633
244	0.01491344173	0.925093633
245	0.01484001027	0.925093633
246	0.01481633179	0.925093633
247	0.01471258401	0.925093633
248	0.01467354353	0.925093633
249	0.01460793185	0.925093633
250	0.01459212873	0.925093633
251	0.01453077946	0.925093633
252	0.01447820041	0.925093633
253	0.01446554008	0.925093633
254	0.01439798865	0.925093633
255	0.01435936355	0.925093633
256	0.01430292043	0.925093633
257	0.01429127378	0.925093633
258	0.01420579912	0.925093633
259	0.01409759161	0.925093633
260	0.01401182261	0.925093633
261	0.0139320634	0.925093633
262	0.01389950577	0.925093633
263	0.01389527922	0.925093633
264	0.01387267631	0.925093633
265	0.01384300876	0.925093633
266	0.0137790822	0.925093633
267	0.01369392887	0.925093633
268	0.01363391007	0.925093633
269	0.01362391776	0.925093633
270	0.01358712587	0.925093633
271	0.01357558773	0.925093633
272	0.01349706395	0.925093633
273	0.01345363192	0.925093633
274	0.01334034475	0.925093633
275	0.01328844912	0.925093633
276	0.01325754443	0.925093633
277	0.013235146	0.925093633
278	0.0132033675	0.925093633
279	0.01312374537	0.925093633
280	0.01303875893	0.9325842697
281	0.01298549563	0.9325842697
282	0.01294593701	0.9325842697
283	0.01292476936	0.9325842697
284	0.01286304486	0.9325842697
285	0.01281704637	0.9325842697
286	0.01265915596	0.9325842697
287	0.01263878362	0.9325842697
288	0.01258265949	0.9325842697
289	0.01249328386	0.9325842697
290	0.01242766045	0.9325842697
291	0.01238095271	0.9325842697
292	0.01232608694	0.9325842697
293	0.01226209892	0.936329588
294	0.01214399359	0.936329588
295	0.01206231591	0.936329588
296	0.0120175395	0.9400749064
297	0.01196142538	0.936329588
298	0.01191635114	0.936329588
299	0.01179088844	0.9400749064
300	0.01175038292	0.9400749064
301	0.01169946203	0.9400749064
302	0.01166241234	0.9400749064
303	0.01158628529	0.9400749064
304	0.01155392105	0.9400749064
305	0.01150651326	0.9400749064
306	0.01145423151	0.9400749064
307	0.01134422084	0.9400749064
308	0.01130108519	0.9400749064
309	0.01126784311	0.9438202247
310	0.01124008433	0.9438202247
311	0.01121609398	0.9475655431
312	0.01104807834	0.9513108614
313	0.01100856568	0.9513108614
314	0.01097070193	0.9513108614
315	0.01093701794	0.9513108614
316	0.01091647076	0.9513108614
317	0.01089784062	0.9513108614
318	0.0108478119	0.9513108614
319	0.01080672942	0.9475655431
320	0.01077684983	0.9475655431
321	0.01076211618	0.9475655431
322	0.01070636107	0.9475655431
323	0.01065718265	0.9475655431
324	0.01062635515	0.9475655431
325	0.01054629592	0.9475655431
326	0.01048440974	0.9475655431
327	0.01046617661	0.9475655431
328	0.01043010654	0.9475655431
329	0.01041370761	0.9475655431
330	0.01036616874	0.9475655431
331	0.01030795949	0.9475655431
332	0.0102762702	0.9475655431
333	0.0102302335	0.9513108614
334	0.01021141975	0.9513108614
335	0.01018748133	0.9513108614
336	0.0101536112	0.9513108614
337	0.01014649717	0.9513108614
338	0.01011262285	0.9513108614
339	0.01006823002	0.9513108614
340	0.009972234755	0.9550561798
341	0.009936418228	0.9550561798
342	0.009922790526	0.9588014981
343	0.009889049451	0.9588014981
344	0.009868770899	0.9588014981
345	0.009822320552	0.9588014981
346	0.009778578125	0.9625468165
347	0.009727450593	0.9625468165
348	0.009726861751	0.9625468165
349	0.009721401113	0.9625468165
350	0.00967219043	0.9625468165
351	0.009667531475	0.9625468165
352	0.009653509334	0.9625468165
353	0.009636427979	0.9662921348
354	0.009629649502	0.9662921348
355	0.009610376357	0.9662921348
356	0.009534116513	0.9662921348
357	0.009445179317	0.9662921348
358	0.009439359147	0.9662921348
359	0.009422063881	0.9662921348
360	0.009365732465	0.9662921348
361	0.009314088154	0.9662921348
362	0.009311881943	0.9662921348
363	0.009303718649	0.9662921348
364	0.009273692579	0.9662921348
365	0.009261182313	0.9662921348
366	0.009219908904	0.9662921348
367	0.009177753236	0.9700374532
368	0.009136979417	0.9700374532
369	0.009117859411	0.9700374532
370	0.009063589233	0.9700374532
371	0.009043061688	0.9700374532
372	0.009002631661	0.9700374532
373	0.009002133171	0.9700374532
374	0.008970787166	0.9737827715
375	0.008900582393	0.9700374532
376	0.008850624102	0.9700374532
377	0.008799094567	0.9700374532
378	0.008766767181	0.9737827715
379	0.008718689937	0.9737827715
380	0.008687767626	0.9737827715
381	0.008660682586	0.9737827715
382	0.008660215883	0.9737827715
383	0.008643923401	0.9737827715
384	0.008634839459	0.9737827715
385	0.008615121801	0.9737827715
386	0.008554151123	0.9737827715
387	0.008527624165	0.9737827715
388	0.008513100262	0.9737827715
389	0.008457856107	0.9737827715
390	0.008444308899	0.9737827715
391	0.008409937373	0.9737827715
392	0.008370148608	0.9737827715
393	0.008363083227	0.9737827715
394	0.008312012937	0.9737827715
395	0.008283232861	0.9737827715
396	0.008259700773	0.9737827715
397	0.008248275111	0.9737827715
398	0.008230260862	0.9737827715
399	0.008206552605	0.9737827715
400	0.008189129271	0.9737827715
401	0.008158680834	0.9737827715
402	0.008115291828	0.9737827715
403	0.008092010029	0.9737827715
404	0.008065864532	0.9737827715
405	0.008039409382	0.9737827715
406	0.007988261946	0.9775280899
407	0.007961799274	0.9775280899
408	0.00791415531	0.9775280899
409	0.007878672569	0.9775280899
410	0.007873143732	0.9775280899
411	0.007864551349	0.9775280899
412	0.007847405106	0.9775280899
413	0.007818942603	0.9775280899
414	0.007794554383	0.9775280899
415	0.007745080824	0.9775280899
416	0.007728802696	0.9775280899
417	0.007719026036	0.9775280899
418	0.007709704855	0.9775280899
419	0.007663853575	0.9775280899
420	0.007653335521	0.9775280899
421	0.007648605832	0.9775280899
422	0.007596519268	0.9775280899
423	0.007571879446	0.9775280899
424	0.007564297289	0.9775280899
425	0.007519430667	0.9775280899
426	0.007513624871	0.9775280899
427	0.007500898401	0.9775280899
428	0.007442786457	0.9775280899
429	0.007440136556	0.9775280899
430	0.007393140483	0.9775280899
431	0.007363651371	0.9775280899
432	0.007356272524	0.9775280899
433	0.007345787746	0.9775280899
434	0.007336080797	0.9775280899
435	0.007321836231	0.9775280899
436	0.007309987476	0.9775280899
437	0.00726893079	0.9775280899
438	0.007246839853	0.9775280899
439	0.007239518819	0.9775280899
440	0.007187555752	0.9775280899
441	0.007168496784	0.9775280899
442	0.007148486625	0.9775280899
443	0.007115266744	0.9775280899
444	0.007098018989	0.9775280899
445	0.007070266513	0.9775280899
446	0.007063560531	0.9775280899
447	0.007039313872	0.9775280899
448	0.007030059804	0.9775280899
449	0.007018492759	0.9775280899
450	0.007008101116	0.9775280899
451	0.006994140612	0.9775280899
452	0.006982542178	0.9775280899
453	0.00695515628	0.9775280899
454	0.006936466667	0.9775280899
455	0.006934155671	0.9775280899
456	0.00691701673	0.9775280899
457	0.006899211014	0.9775280899
458	0.006865750602	0.9775280899
459	0.006825545481	0.9775280899
460	0.006787988146	0.9775280899
461	0.006781697491	0.9775280899
462	0.006774709002	0.9775280899
463	0.006740928063	0.9775280899
464	0.006723416844	0.9775280899
465	0.006716563419	0.9775280899
466	0.006700313023	0.9775280899
467	0.006696082076	0.9775280899
468	0.006673445083	0.9775280899
469	0.00664670174	0.9775280899
470	0.006604533697	0.9775280899
471	0.006596200198	0.9775280899
472	0.006565420934	0.9775280899
473	0.006485484533	0.9775280899
474	0.006478529218	0.9775280899
475	0.006470526671	0.9775280899
476	0.006442471597	0.9775280899
477	0.006433259552	0.9775280899
478	0.006410206524	0.9775280899
479	0.006376172669	0.9775280899
480	0.006372102374	0.9775280899
481	0.006359533786	0.9775280899
482	0.006337464684	0.9775280899
483	0.006319426615	0.9775280899
484	0.006288462212	0.9775280899
485	0.006258366473	0.9775280899
486	0.006241684362	0.9775280899
487	0.006236904845	0.9775280899
488	0.006231215968	0.9775280899
489	0.006190779445	0.9775280899
490	0.006181033656	0.9775280899
491	0.006177393351	0.9775280899
492	0.006172547288	0.9775280899
493	0.006163346567	0.9775280899
494	0.006141145872	0.9775280899
495	0.00613143374	0.9775280899
496	0.006131158935	0.9775280899
497	0.006128232733	0.9775280899
498	0.006121165277	0.9775280899
499	0.006111525569	0.9775280899
500	0.006102906587	0.9775280899
501	0.006069377636	0.9775280899
502	0.006055251577	0.9775280899
503	0.006042171142	0.9775280899
504	0.006037030263	0.9775280899
505	0.006010467503	0.9775280899
506	0.005999067062	0.9775280899
507	0.005987843195	0.9775280899
508	0.005962305777	0.9775280899
509	0.005954529437	0.9775280899
510	0.00592047977	0.9775280899
511	0.005891472347	0.9775280899
512	0.005877060108	0.9775280899
513	0.005855070045	0.9775280899
514	0.005827454186	0.9775280899
515	0.005816842443	0.9775280899
516	0.005785128697	0.9775280899
517	0.005758596136	0.9775280899
518	0.005751062636	0.9775280899
519	0.005718962051	0.9775280899
520	0.005708571641	0.9775280899
521	0.00568272004	0.9775280899
522	0.00567667666	0.9775280899
523	0.005653964155	0.9775280899
524	0.005629690883	0.9812734082
525	0.005606563971	0.9775280899
526	0.005595232326	0.9775280899
527	0.005587416097	0.9775280899
528	0.005577049422	0.9775280899
529	0.00556886731	0.9775280899
530	0.005544508365	0.9775280899
531	0.005523149518	0.9775280899
532	0.005510788877	0.9775280899
533	0.005495698364	0.9775280899
534	0.005470668224	0.9775280899
535	0.005411055383	0.9812734082
536	0.005376297764	0.9775280899
537	0.005352494516	0.9812734082
538	0.005335199492	0.9775280899
539	0.005325227275	0.9775280899
540	0.005300519065	0.9812734082
541	0.005284521602	0.9812734082
542	0.005281693632	0.9812734082
543	0.005274156772	0.9812734082
544	0.005267088826	0.9812734082
545	0.005247877706	0.9812734082
546	0.005236464382	0.9812734082
547	0.005215436647	0.9812734082
548	0.005197110143	0.9812734082
549	0.00519113567	0.9812734082
550	0.005177054793	0.9812734082
551	0.005155865284	0.9775280899
552	0.005133932117	0.9812734082
553	0.005114760241	0.9812734082
554	0.00510243133	0.9812734082
555	0.005100468609	0.9812734082
556	0.005076009261	0.9775280899
557	0.005034696432	0.9812734082
558	0.00502820716	0.9812734082
559	0.005009569207	0.9812734082
560	0.005007755083	0.9812734082
561	0.005005979633	0.9812734082
562	0.004996597292	0.9812734082
563	0.004985763582	0.9812734082
564	0.004962680733	0.9812734082
565	0.004934870141	0.9812734082
566	0.004924538437	0.9812734082
567	0.004908427152	0.9812734082
568	0.004897158917	0.9812734082
569	0.004856599348	0.9812734082
570	0.00483833354	0.9812734082
571	0.004816294028	0.9812734082
572	0.004812904418	0.9812734082
573	0.004808249616	0.9812734082
574	0.004798485224	0.9812734082
575	0.004793990199	0.9812734082
576	0.00479245503	0.9812734082
577	0.004754548247	0.9812734082
578	0.004746452837	0.9812734082
579	0.004730935829	0.9812734082
580	0.004726938971	0.9812734082
581	0.004722416053	0.9812734082
582	0.004699739604	0.9812734082
583	0.004695321961	0.9812734082
584	0.004689720746	0.9812734082
585	0.004686298226	0.9812734082
586	0.004684771521	0.9812734082
587	0.004675090351	0.9812734082
588	0.004667226006	0.9812734082
589	0.004663253578	0.9812734082
590	0.004661779884	0.9812734082
591	0.004632039982	0.9812734082
592	0.004621540136	0.9812734082
593	0.004612066965	0.9812734082
594	0.004594778188	0.9812734082
595	0.004594673428	0.9812734082
596	0.004588022666	0.9812734082
597	0.004582187099	0.9812734082
598	0.004574607666	0.9812734082
599	0.004567048783	0.9812734082
600	0.004533157542	0.9812734082
601	0.004518223699	0.9812734082
602	0.004499587266	0.9812734082
603	0.004492483915	0.9812734082
604	0.004485359375	0.9812734082
605	0.004478819455	0.9812734082
606	0.004474547156	0.9812734082
607	0.004454725465	0.9812734082
608	0.004451978662	0.9812734082
609	0.004438577416	0.9812734082
610	0.004427242077	0.9812734082
611	0.004409598579	0.9812734082
612	0.004407169891	0.9812734082
613	0.004403650138	0.9812734082
614	0.004402201556	0.9812734082
615	0.00440094918	0.9812734082
616	0.004388211976	0.9812734082
617	0.004374166393	0.9812734082
618	0.004369952327	0.9812734082
619	0.004349398134	0.9812734082
620	0.004348047035	0.9812734082
621	0.004342841077	0.9812734082
622	0.004331629733	0.9812734082
623	0.004317544829	0.9812734082
624	0.004313146291	0.9812734082
625	0.004280567067	0.9812734082
626	0.004265896949	0.9812734082
627	0.00426453498	0.9812734082
628	0.004263249362	0.9812734082
629	0.00425777587	0.9812734082
630	0.004256536951	0.9812734082
631	0.004246495564	0.9812734082
632	0.004237958757	0.9812734082
633	0.00423749731	0.9812734082
634	0.004222897457	0.9812734082
635	0.004219881671	0.9812734082
636	0.004191994779	0.9812734082
637	0.004177987285	0.9812734082
638	0.004170577843	0.9812734082
639	0.004167624067	0.9812734082
640	0.004156154226	0.9812734082
641	0.004152897114	0.9812734082
642	0.004144252314	0.9812734082
643	0.004128874082	0.9812734082
644	0.004124823717	0.9812734082
645	0.00412204558	0.9812734082
646	0.004120997414	0.9812734082
647	0.004102572984	0.9812734082
648	0.004098830711	0.9812734082
649	0.00404925829	0.9812734082
650	0.004036843372	0.9812734082
651	0.004022874991	0.9812734082
652	0.004021506726	0.9812734082
653	0.004004557119	0.9812734082
654	0.004001523058	0.9812734082
655	0.004000286848	0.9812734082
656	0.003999005157	0.9812734082
657	0.003992653161	0.9812734082
658	0.003971918374	0.9850187266
659	0.003965266663	0.9850187266
660	0.003959338242	0.9850187266
661	0.003951510351	0.9850187266
662	0.00389711928	0.9850187266
663	0.003887498304	0.9850187266
664	0.003882427846	0.9850187266
665	0.003877678579	0.9850187266
666	0.003865477663	0.9850187266
667	0.003854347727	0.9887640449
668	0.003851001146	0.9887640449
669	0.003847135503	0.9887640449
670	0.003843286471	0.9887640449
671	0.003843171247	0.9887640449
672	0.00382812722	0.9887640449
673	0.003827179506	0.9887640449
674	0.003809517098	0.9887640449
675	0.003798583887	0.9887640449
676	0.003789218928	0.9887640449
677	0.00378826526	0.9887640449
678	0.003785110785	0.9887640449
679	0.003784207795	0.9887640449
680	0.003783337864	0.9887640449
681	0.003773798423	0.9887640449
682	0.003769290581	0.9887640449
683	0.003752903349	0.9887640449
684	0.003738175821	0.9887640449
685	0.003734339878	0.9887640449
686	0.003704838761	0.9887640449
687	0.003690067612	0.9925093633
688	0.00368927372	0.9925093633
689	0.003688174767	0.9925093633
690	0.003687112262	0.9925093633
691	0.00368047908	0.9925093633
692	0.003675723929	0.9925093633
693	0.00367161995	0.9925093633
694	0.003666443283	0.9925093633
695	0.003661798972	0.9925093633
